,Unnamed: 0,stop_id,stop_name,stop_lon,stop_lat,agency
726,80,6997,Metro Civic Center Station/Outbd ,-122.414995,37.778675,San Francisco Municipal Transportation Agency.csv
727,81,6996,Van Ness Station Outbound ,-122.41934,37.77523400000001,San Francisco Municipal Transportation Agency.csv
728,82,4510,The Embarcadero & Folsom St  ,-122.389841,37.790749,San Francisco Municipal Transportation Agency.csv
729,83,7778,San Jose Ave & Geneva Ave,-122.446222,37.721238,San Francisco Municipal Transportation Agency.csv
730,84,6275,San Jose Ave & Ocean Ave  ,-122.44479,37.722862,San Francisco Municipal Transportation Agency.csv
731,85,6288,San Jose Ave & Santa Ynez Ave  ,-122.442442,37.725681,San Francisco Municipal Transportation Agency.csv
732,86,6284,San Jose Ave & Santa Rosa Ave  ,-122.439922,37.728991,San Francisco Municipal Transportation Agency.csv
733,87,4787,San Jose Ave/Glen Park Station,-122.433416,37.732525,San Francisco Municipal Transportation Agency.csv
734,88,6277,San Jose Ave & Randall St   ,-122.424157,37.739741,San Francisco Municipal Transportation Agency.csv
735,89,3537,30th St & Dolores St  ,-122.424026,37.742304,San Francisco Municipal Transportation Agency.csv
736,90,4000,Church St & 30th St   ,-122.426459,37.742222,San Francisco Municipal Transportation Agency.csv
737,91,3999,Church St & 29th St  ,-122.426585,37.743587,San Francisco Municipal Transportation Agency.csv
738,92,3998,Church St & 27th St  ,-122.426893,37.746781,San Francisco Municipal Transportation Agency.csv
739,93,4003,Church St & Clipper St  ,-122.427122,37.749182,San Francisco Municipal Transportation Agency.csv
740,94,3996,Church St & 24th St  ,-122.42735,37.751591,San Francisco Municipal Transportation Agency.csv
741,95,3994,Church St & 22nd St  ,-122.427796,37.75632,San Francisco Municipal Transportation Agency.csv
742,96,6217,Right Of Way/21st St  ,-122.426822,37.756436,San Francisco Municipal Transportation Agency.csv
743,97,6222,Right Of Way/Liberty St  ,-122.426867,37.757239,San Francisco Municipal Transportation Agency.csv
744,98,6215,Right Of Way/20th St  ,-122.427795,37.758229,San Francisco Municipal Transportation Agency.csv
745,99,6213,Right Of Way/18th St  ,-122.428184,37.761192,San Francisco Municipal Transportation Agency.csv
746,100,3985,Church St & 16th St  ,-122.428609,37.764382,San Francisco Municipal Transportation Agency.csv
747,101,7073,Church St & Market St,-122.428927,37.767509,San Francisco Municipal Transportation Agency.csv
748,102,4006,Church St & Duboce Ave  ,-122.429087,37.769302,San Francisco Municipal Transportation Agency.csv
749,103,5419,Metro Van Ness Station,-122.419252,37.77512700000001,San Francisco Municipal Transportation Agency.csv
750,104,5727,Metro Civic Center Station/Downtn,-122.414813,37.778542,San Francisco Municipal Transportation Agency.csv
751,105,5417,Metro Powell Station/Downtown,-122.407695,37.784199,San Francisco Municipal Transportation Agency.csv
752,106,5731,Metro Montgomery Station/Downtown,-122.401925,37.788702,San Francisco Municipal Transportation Agency.csv
753,107,6992,Metro Embarcadero Station,-122.396431,37.793134,San Francisco Municipal Transportation Agency.csv
754,108,6998,Metro Church Station/Outbound,-122.429321,37.767327,San Francisco Municipal Transportation Agency.csv
755,109,6991,Metro Castro Station/Outbound,-122.43528899999998,37.762683,San Francisco Municipal Transportation Agency.csv
756,110,6993,Forest Hill Station Outbound ,-122.459192,37.74817,San Francisco Municipal Transportation Agency.csv
757,111,6739,West Portal Station   ,-122.4658,37.740947,San Francisco Municipal Transportation Agency.csv
758,112,7125,West Portal Ave & 14th Ave,-122.468984,37.738064,San Francisco Municipal Transportation Agency.csv
759,113,6503,West Portal/Sloat/St Francis Circle,-122.471618,37.734807,San Francisco Municipal Transportation Agency.csv
760,114,7114,Junipero Serra Blvd & Ocean Ave,-122.471818,37.731271,San Francisco Municipal Transportation Agency.csv
761,115,5807,Ocean Ave & San Leandro Way   ,-122.469475,37.729945,San Francisco Municipal Transportation Agency.csv
762,116,5780,Ocean Ave & Aptos Ave   ,-122.467871,37.728383,San Francisco Municipal Transportation Agency.csv
763,117,5786,Ocean Ave & Cerritos Ave   ,-122.46676,37.727252,San Francisco Municipal Transportation Agency.csv
764,118,5808,Ocean Ave & Victoria St  ,-122.464337,37.726029,San Francisco Municipal Transportation Agency.csv
765,119,5793,Ocean Ave & Jules Ave  ,-122.46139,37.724955,San Francisco Municipal Transportation Agency.csv
766,120,5798,Ocean Ave & Miramar Ave  ,-122.458306,37.724262,San Francisco Municipal Transportation Agency.csv
767,121,5795,Ocean Ave & Lee St  ,-122.454423,37.723397,San Francisco Municipal Transportation Agency.csv
768,122,5785,OCEAN AVE/CCSF Pedestrian Bridge,-122.450866,37.722947,San Francisco Municipal Transportation Agency.csv
769,123,5418,Balboa Park BART/Mezzanine Level,-122.447425,37.721809,San Francisco Municipal Transportation Agency.csv
770,124,7354,Third Street & 23rd St,-122.388001,37.755414,San Francisco Municipal Transportation Agency.csv
771,125,7355,Third Street & 20th St,-122.388558,37.760518,San Francisco Municipal Transportation Agency.csv
772,126,7356,Third Street & Mariposa St ,-122.388853,37.764391,San Francisco Municipal Transportation Agency.csv
773,127,7357,UCSF/Mission Bay,-122.389308,37.769049,San Francisco Municipal Transportation Agency.csv
774,128,7358,Third Street & Mission Rock St ,-122.389683,37.772984,San Francisco Municipal Transportation Agency.csv
775,129,7166,4th St & King St,-122.393864,37.77627800000001,San Francisco Municipal Transportation Agency.csv
776,130,5237,King St & 2nd St   ,-122.389824,37.779621,San Francisco Municipal Transportation Agency.csv
777,131,7145,The Embarcadero & Brannan St,-122.387977,37.784627,San Francisco Municipal Transportation Agency.csv
778,132,7058,West Portal Ave & Ulloa St,-122.465846,37.740893,San Francisco Municipal Transportation Agency.csv
779,133,5240,King St & 4th St   ,-122.394082,37.776269,San Francisco Municipal Transportation Agency.csv
780,134,5784,OCEAN AVE/CCSF Pedestrian Bridge,-122.451448,37.72304000000001,San Francisco Municipal Transportation Agency.csv
781,135,5794,Ocean Ave & Lee St  ,-122.453999,37.72345900000001,San Francisco Municipal Transportation Agency.csv
782,136,5797,Ocean Ave & Miramar Ave  ,-122.458077,37.724387,San Francisco Municipal Transportation Agency.csv
783,137,5787,Ocean Ave & Dorado Ter  ,-122.461059,37.724957,San Francisco Municipal Transportation Agency.csv
784,138,5788,Ocean Ave & Fairfield Way  ,-122.464072,37.726008,San Francisco Municipal Transportation Agency.csv
785,139,5809,Ocean Ave & Westgate Dr ,-122.46648,37.727199,San Francisco Municipal Transportation Agency.csv
786,140,5779,Ocean Ave & Aptos Ave   ,-122.467561,37.728285,San Francisco Municipal Transportation Agency.csv
787,141,5806,Ocean Ave & San Leandro Way   ,-122.469097,37.729989,San Francisco Municipal Transportation Agency.csv
788,142,7113,Junipero Serra Blvd & Ocean Ave,-122.471707,37.731628,San Francisco Municipal Transportation Agency.csv
789,143,7109,West Portal/Sloat/St Francis Circle,-122.471446,37.734825,San Francisco Municipal Transportation Agency.csv
790,144,6898,West Portal Ave & 14th Ave   ,-122.469042,37.737859,San Francisco Municipal Transportation Agency.csv
791,145,6740,West Portal Station  ,-122.465457,37.74125,San Francisco Municipal Transportation Agency.csv
792,146,5730,Metro Forest Hill Station/Downtown,-122.458623,37.748351,San Francisco Municipal Transportation Agency.csv
793,147,5728,Metro Castro Station/Downtown,-122.435231,37.76262,San Francisco Municipal Transportation Agency.csv
794,148,5726,Metro Church Station/Downtown,-122.429168,37.767194,San Francisco Municipal Transportation Agency.csv
795,149,6736,Ulloa St & Forest Side Ave  ,-122.46847,37.741535,San Francisco Municipal Transportation Agency.csv
796,150,3266,15th Ave & Taraval St  ,-122.471297,37.743124,San Francisco Municipal Transportation Agency.csv
797,151,6616,Taraval St & 19th Ave  ,-122.475444,37.74311,San Francisco Municipal Transportation Agency.csv
798,152,6620,Taraval St & 23rd Ave  ,-122.48045,37.742872,San Francisco Municipal Transportation Agency.csv
799,153,6622,Taraval St & 26th Ave  ,-122.483068,37.74278,San Francisco Municipal Transportation Agency.csv
800,154,6626,Taraval St & 30th Ave  ,-122.487338,37.74259,San Francisco Municipal Transportation Agency.csv
801,155,6628,Taraval St & 32nd Ave  ,-122.489489,37.74249,San Francisco Municipal Transportation Agency.csv
802,156,6640,Taraval St & Sunset Blvd  ,-122.494361,37.742287,San Francisco Municipal Transportation Agency.csv
803,157,6632,Taraval St & 40th Ave  ,-122.498055,37.742124,San Francisco Municipal Transportation Agency.csv
804,158,6634,Taraval St & 42nd Ave  ,-122.500202,37.742021,San Francisco Municipal Transportation Agency.csv
805,159,6636,Taraval St & 44th Ave  ,-122.502346,37.741924,San Francisco Municipal Transportation Agency.csv
806,160,6638,Taraval St & 46th Ave  ,-122.50449,37.741823,San Francisco Municipal Transportation Agency.csv
807,161,3600,46th Ave & Ulloa St  ,-122.504579,37.739998,San Francisco Municipal Transportation Agency.csv
808,162,3602,46th Ave & Vicente St  ,-122.50444,37.738142,San Francisco Municipal Transportation Agency.csv
809,163,7869,47th Ave & Cutler Ave ,-122.505413,37.736991,San Francisco Municipal Transportation Agency.csv
810,164,6932,Wawona/46th Ave /SF Zoo,-122.504351,37.736125,San Francisco Municipal Transportation Agency.csv
811,165,3603,46th Ave & Vicente St  ,-122.504268,37.737973,San Francisco Municipal Transportation Agency.csv
812,166,3601,46th Ave & Ulloa St  ,-122.504407,37.739829,San Francisco Municipal Transportation Agency.csv
813,167,3599,46th Ave & Taraval St  ,-122.504534,37.741685,San Francisco Municipal Transportation Agency.csv
814,168,6637,Taraval St & 44th Ave  ,-122.502606,37.741804,San Francisco Municipal Transportation Agency.csv
815,169,6635,Taraval St & 42nd Ave  ,-122.50046100000002,37.7419,San Francisco Municipal Transportation Agency.csv
816,170,6633,Taraval St & 40th Ave  ,-122.498316,37.74199,San Francisco Municipal Transportation Agency.csv
817,171,6641,Taraval St & Sunset Blvd  ,-122.49451,37.742188,San Francisco Municipal Transportation Agency.csv
818,172,6629,Taraval St & 32nd Ave  ,-122.489749,37.742355,San Francisco Municipal Transportation Agency.csv
819,173,6627,Taraval St & 30th Ave  ,-122.487615,37.742461,San Francisco Municipal Transportation Agency.csv
820,174,6623,Taraval St & 26th Ave  ,-122.483324,37.742653,San Francisco Municipal Transportation Agency.csv
821,175,6619,Taraval St & 22nd Ave  ,-122.478426,37.74289,San Francisco Municipal Transportation Agency.csv
822,176,6617,Taraval St & 19th Ave  ,-122.475821,37.742971,San Francisco Municipal Transportation Agency.csv
823,177,6615,Taraval St & 17th Ave  ,-122.47366,37.743069,San Francisco Municipal Transportation Agency.csv
824,178,3267,15th Ave & Taraval St  ,-122.471405,37.743069,San Francisco Municipal Transportation Agency.csv
825,179,6737,Ulloa St & Forest Side Ave  ,-122.4688,37.741435,San Francisco Municipal Transportation Agency.csv
826,180,4509,The Embarcadero & Folsom St   ,-122.389692,37.790481,San Francisco Municipal Transportation Agency.csv
827,181,6226,West Portal Ave & Sloat Blvd  ,-122.471956,37.734299,San Francisco Municipal Transportation Agency.csv
828,182,6223,Right Of Way/Ocean Ave   ,-122.473719,37.732022,San Francisco Municipal Transportation Agency.csv
829,183,6219,Right Of Way/Eucalyptus Dr  ,-122.47435,37.73119000000001,San Francisco Municipal Transportation Agency.csv
830,184,3403,19th Ave & Winston Dr  ,-122.474937,37.727017,San Francisco Municipal Transportation Agency.csv
831,185,3358,19th Ave & Holloway Ave  ,-122.475245,37.721342,San Francisco Municipal Transportation Agency.csv
832,186,3376,19th Ave & Randolph St  ,-122.47167,37.7162,San Francisco Municipal Transportation Agency.csv
833,187,3387,19th Ave & Randolph St   ,-122.469998,37.714443,San Francisco Municipal Transportation Agency.csv
834,188,6173,Randolph St & Arch St  ,-122.467218,37.714201,San Francisco Municipal Transportation Agency.csv
835,189,6175,Randolph St & Bright St  ,-122.463675,37.71425,San Francisco Municipal Transportation Agency.csv
836,190,5825,Orizaba Ave & Broad St  ,-122.462585,37.713328,San Francisco Municipal Transportation Agency.csv
837,191,3716,Broad St & Capitol Ave  ,-122.459159,37.713152,San Francisco Municipal Transportation Agency.csv
838,192,3719,Broad St & Plymouth Ave  ,-122.45618,37.713161,San Francisco Municipal Transportation Agency.csv
839,193,6259,San Jose Ave & Farallones St   ,-122.45208,37.71407,San Francisco Municipal Transportation Agency.csv
840,194,6266,San Jose Ave & Lakeview Ave   ,-122.450435,37.71608300000001,San Francisco Municipal Transportation Agency.csv
841,195,6268,San Jose Ave & Mt Vernon Ave   ,-122.448593,37.718284,San Francisco Municipal Transportation Agency.csv
842,196,6269,San Jose Ave & Niagra Ave   ,-122.447459,37.719507,San Francisco Municipal Transportation Agency.csv
843,197,6262,San Jose Ave & Geneva Ave  ,-122.447196,37.72009600000001,San Francisco Municipal Transportation Agency.csv
844,198,7111,San Jose Ave & Mt Vernon Ave,-122.44864,37.71847,San Francisco Municipal Transportation Agency.csv
845,199,6265,San Jose Ave & Lakeview Ave   ,-122.450368,37.71633,San Francisco Municipal Transportation Agency.csv
846,200,6257,San Jose Ave & Farallones St   ,-122.452148,37.714153,San Francisco Municipal Transportation Agency.csv
847,201,3718,Broad St & Plymouth Ave  ,-122.455927,37.713222,San Francisco Municipal Transportation Agency.csv
848,202,3715,Broad St & Capitol Ave  ,-122.458921,37.713191,San Francisco Municipal Transportation Agency.csv
849,203,3717,Broad St & Orizaba Ave  ,-122.462331,37.713178000000006,San Francisco Municipal Transportation Agency.csv
850,204,6174,Randolph St & Bright St  ,-122.463392,37.714348,San Francisco Municipal Transportation Agency.csv
851,205,6172,Randolph St & Arch St  ,-122.466982,37.714342,San Francisco Municipal Transportation Agency.csv
852,206,3385,19th Ave & Randolph St   ,-122.469618,37.714282,San Francisco Municipal Transportation Agency.csv
853,207,3361,19th Ave & Junipero Serra Blvd ,-122.472275,37.716889,San Francisco Municipal Transportation Agency.csv
854,208,7065,19th Ave & Holloway Ave,-122.475176,37.721342,San Francisco Municipal Transportation Agency.csv
855,209,7449,19th Ave & Winston Dr,-122.474846,37.727195,San Francisco Municipal Transportation Agency.csv
856,210,6220,Right Of Way/Eucalyptus Dr  ,-122.474366,37.730987,San Francisco Municipal Transportation Agency.csv
857,211,6224,Right Of Way/Ocean Ave   ,-122.473815,37.731808,San Francisco Municipal Transportation Agency.csv
858,212,6225,West Portal Ave & Sloat Blvd  ,-122.47189,37.734298,San Francisco Municipal Transportation Agency.csv
859,213,4447,Duboce Ave & Church St  ,-122.429408,37.769472,San Francisco Municipal Transportation Agency.csv
860,214,7252,Duboce St/Noe St/Duboce Park,-122.433557,37.769357,San Francisco Municipal Transportation Agency.csv
861,215,3909,Carl St & Cole St  ,-122.449804,37.765863,San Francisco Municipal Transportation Agency.csv
862,216,3914,Carl St & Stanyan St  ,-122.45259,37.765495,San Francisco Municipal Transportation Agency.csv
863,217,3912,Carl St & Hillway Ave  ,-122.456561,37.765003,San Francisco Municipal Transportation Agency.csv
864,218,5118,Irving St & 2nd Ave  ,-122.458643,37.764441,San Francisco Municipal Transportation Agency.csv
865,219,5119,Irving St & 4th Ave  ,-122.460824,37.764299,San Francisco Municipal Transportation Agency.csv
866,220,5121,Irving St & 7th Ave  ,-122.464034,37.764155,San Francisco Municipal Transportation Agency.csv
867,221,5123,Irving St & 9th Ave  ,-122.466165,37.764106,San Francisco Municipal Transportation Agency.csv
868,222,5193,Judah St & 9th Ave  ,-122.466688,37.762227,San Francisco Municipal Transportation Agency.csv
869,223,5195,Judah St & 12th Ave  ,-122.469324,37.762069,San Francisco Municipal Transportation Agency.csv
870,224,5219,Judah St & Funston Ave  ,-122.470329,37.762075,San Francisco Municipal Transportation Agency.csv
871,225,5198,Judah St & 16th Ave   ,-122.473632,37.76194,San Francisco Municipal Transportation Agency.csv
872,226,5199,Judah St & 19th Ave  ,-122.476921,37.761743,San Francisco Municipal Transportation Agency.csv
873,227,5202,Judah St & 23rd Ave  ,-122.481164,37.761547,San Francisco Municipal Transportation Agency.csv
874,228,5203,Judah St & 25th Ave  ,-122.4833,37.761452,San Francisco Municipal Transportation Agency.csv
875,229,5205,Judah St & 28th Ave  ,-122.48651,37.76131,San Francisco Municipal Transportation Agency.csv
876,230,5207,Judah St & 31st Ave  ,-122.489719,37.761172,San Francisco Municipal Transportation Agency.csv
877,231,5209,Judah St & 34th Ave  ,-122.49293,37.761028,San Francisco Municipal Transportation Agency.csv
878,232,5224,Judah St & Sunset Blvd  ,-122.495668,37.760917,San Francisco Municipal Transportation Agency.csv
879,233,5211,Judah St & 40th Ave  ,-122.499359,37.760743,San Francisco Municipal Transportation Agency.csv
880,234,5213,Judah St & 43rd Ave  ,-122.502574,37.760598,San Francisco Municipal Transportation Agency.csv
881,235,5215,Judah St & 46th Ave  ,-122.505832,37.760493,San Francisco Municipal Transportation Agency.csv
882,236,7219,Judah/La Playa/Ocean Beach,-122.508685,37.760349,San Francisco Municipal Transportation Agency.csv
883,237,4506,The Embarcadero & Brannan St   ,-122.38813799999998,37.784359,San Francisco Municipal Transportation Agency.csv
884,238,5234,King St & 2nd St   ,-122.389872,37.77972000000001,San Francisco Municipal Transportation Agency.csv
885,239,5239,King St & 4th St   ,-122.394173,37.776269,San Francisco Municipal Transportation Agency.csv
886,240,4448,Duboce Ave & Church St  ,-122.4294,37.769409,San Francisco Municipal Transportation Agency.csv
887,241,5223,Judah/La Playa/Ocean Beach,-122.508181,37.760304,San Francisco Municipal Transportation Agency.csv
888,242,5216,Judah St & 46th Ave  ,-122.506064,37.760392,San Francisco Municipal Transportation Agency.csv
889,243,5214,Judah St & 43rd Ave  ,-122.502839,37.760518,San Francisco Municipal Transportation Agency.csv
890,244,5212,Judah St & 40th Ave  ,-122.499154,37.760679,San Francisco Municipal Transportation Agency.csv
891,245,5225,Judah St & Sunset Blvd  ,-122.495805,37.760845,San Francisco Municipal Transportation Agency.csv
892,246,5210,Judah St & 34th Ave  ,-122.493199,37.760955,San Francisco Municipal Transportation Agency.csv
893,247,5208,Judah St & 31st Ave  ,-122.4895,37.761105,San Francisco Municipal Transportation Agency.csv
894,248,5206,Judah St & 28th Ave  ,-122.48676299999998,37.761232,San Francisco Municipal Transportation Agency.csv
895,249,5204,Judah St & 25th Ave  ,-122.48356,37.761373,San Francisco Municipal Transportation Agency.csv
896,250,5201,Judah St & 22nd Ave  ,-122.479855,37.76153400000001,San Francisco Municipal Transportation Agency.csv
897,251,5200,Judah St & 19th Ave  ,-122.477194,37.761655,San Francisco Municipal Transportation Agency.csv
898,252,5197,Judah St & 15th Ave  ,-122.472777,37.761848,San Francisco Municipal Transportation Agency.csv
899,253,5220,Judah St & Funston Ave  ,-122.470572,37.76195,San Francisco Municipal Transportation Agency.csv
900,254,5196,Judah St & 12th Ave  ,-122.469526,37.761988,San Francisco Municipal Transportation Agency.csv
901,255,5194,Judah St & 9th Ave  ,-122.46631200000002,37.76213900000001,San Francisco Municipal Transportation Agency.csv
902,256,3212,9th Ave & Irving St  ,-122.466241,37.763913,San Francisco Municipal Transportation Agency.csv
903,257,5122,Irving St & 7th Ave  ,-122.464282,37.764092,San Francisco Municipal Transportation Agency.csv
904,258,5120,Irving St & 4th Ave  ,-122.46106100000002,37.764226,San Francisco Municipal Transportation Agency.csv
905,259,5124,Irving St & Arguello Blvd  ,-122.458024,37.764366,San Francisco Municipal Transportation Agency.csv
906,260,3913,Carl St & Hillway Ave  ,-122.45651200000002,37.764932,San Francisco Municipal Transportation Agency.csv
907,261,3915,Carl St & Stanyan St  ,-122.452928,37.765371,San Francisco Municipal Transportation Agency.csv
908,262,3911,Carl St & Cole St  ,-122.450131,37.765745,San Francisco Municipal Transportation Agency.csv
909,263,7318,Sunset Tunnel East Portal ,-122.433511,37.769285,San Francisco Municipal Transportation Agency.csv
910,264,3410,20th St & 3rd St  ,-122.388707,37.760536,San Francisco Municipal Transportation Agency.csv
